temperature,humidity,soil_moisture,rainfall,rain_probability,forecast_temperature,forecast_humidity,pump_state
31.3,81.6,75.2,0.6,64,33.4,79.6,0
39.2,69.0,53.3,0.1,46,38.7,70.7,1
31.1,84.1,68.6,27.0,69,31.3,82.9,0
26.3,86.4,60.5,2.3,49,25.0,94.4,0
32.2,86.6,81.7,5.7,47,29.3,81.7,0
29.2,81.7,11.7,0.8,28,31.2,79.0,1
24.3,86.6,59.1,0.9,34,25.4,86.2,0
29.2,84.2,88.5,5.9,72,28.5,91.1,0
24.8,85.4,79.9,0.3,7,23.4,91.2,0
22.6,84.3,42.8,0.9,3,21.5,78.7,1
33.9,74.5,18.9,32.6,39,33.4,75.3,1
19.5,91.7,56.2,0.9,38,18.2,93.9,0
36.3,69.3,55.4,0.9,19,34.2,64.8,0
32.6,81.7,18.2,0.0,28,33.9,79.8,1
36.7,73.1,18.2,0.1,57,39.8,75.0,1
37.5,69.7,35.4,0.8,31,35.8,66.0,1
35.1,78.6,71.9,12.0,70,33.8,76.0,0
28.1,75.3,75.0,0.4,20,29.7,76.8,0
27.2,90.3,76.8,15.9,85,28.9,94.0,0
30.5,72.8,25.0,0.2,30,34.2,67.0,1
34.5,79.1,44.0,0.4,34,36.1,84.1,1
38.5,75.7,33.8,11.4,82,41.0,76.1,1
25.5,93.2,66.7,14.2,34,26.3,89.2,1
33.7,76.2,53.3,1.1,73,33.1,80.8,1
30.2,81.0,60.0,1.0,31,30.8,83.0,0
30.2,84.1,76.2,30.1,50,26.7,81.8,0
32.9,84.1,18.0,0.1,82,34.0,86.6,1
18.4,100.0,46.4,6.1,53,18.7,99.6,0
30.1,88.1,17.0,1.5,45,28.1,87.3,1
24.4,84.1,20.5,0.0,58,24.0,84.2,1
33.3,82.7,57.6,0.3,39,35.7,85.3,0
31.4,81.9,39.1,0.0,38,31.0,80.0,1
37.6,72.8,42.3,1.1,55,37.6,73.8,1
36.7,84.4,18.5,9.3,64,36.8,86.1,1
27.3,87.1,52.2,0.2,23,29.4,95.0,1
31.2,78.0,47.9,0.2,55,34.5,82.5,1
37.3,64.0,67.0,0.5,11,40.5,64.3,0
32.2,80.2,34.2,22.7,39,30.2,79.6,1
33.3,78.7,25.3,0.3,34,32.6,77.2,1
37.4,63.1,24.1,0.4,16,41.1,65.7,1
36.7,89.0,46.7,0.8,42,35.9,92.6,1
31.0,82.8,40.0,1.4,44,29.8,84.2,1
35.0,74.2,23.2,0.4,35,36.8,80.6,1
34.2,83.2,32.4,1.9,76,33.9,83.5,1
37.8,70.6,26.9,0.0,22,39.5,71.9,1
30.7,78.6,35.7,0.8,47,31.0,81.4,1
35.9,72.8,49.5,0.3,11,37.9,70.9,1
28.4,77.6,64.6,1.2,10,29.5,77.1,0
32.4,76.8,46.7,0.3,52,32.5,82.0,1
34.3,74.6,30.3,46.2,45,32.3,85.4,1
33.4,83.6,64.6,6.0,53,32.6,83.8,1
31.7,84.0,19.4,10.4,79,34.4,80.7,1
30.2,75.1,63.2,0.5,51,29.4,76.9,0
33.5,75.4,72.9,0.9,27,32.5,79.4,1
32.7,65.9,81.8,1.1,14,33.0,66.9,0
30.8,73.7,72.2,0.8,72,28.9,77.2,0
33.4,71.7,23.7,18.9,18,34.1,69.7,1
23.6,87.2,71.1,16.8,57,22.7,84.7,0
32.2,72.3,73.9,1.6,13,30.7,66.1,0
22.6,84.2,75.3,0.1,22,22.6,85.9,0
26.3,84.4,33.4,32.9,46,25.0,83.3,1
31.8,82.3,29.8,61.6,68,30.6,84.7,0
30.0,81.9,44.9,2.0,18,33.2,84.9,1
22.7,85.7,32.9,2.1,36,22.4,90.2,1
21.8,81.8,36.3,0.3,40,22.8,78.7,1
28.7,88.7,70.1,0.0,52,29.8,90.8,0
22.0,83.4,61.2,0.1,69,21.7,79.0,0
24.0,90.8,68.0,0.5,51,23.7,88.0,0
27.5,82.8,18.8,0.4,17,25.9,75.9,1
34.0,76.8,21.7,0.4,45,35.1,75.5,1
24.8,79.8,77.1,0.2,33,24.6,85.0,0
20.4,95.8,72.1,2.5,64,20.0,100.0,0
36.1,75.5,60.3,2.4,43,39.3,71.7,1
33.9,79.5,66.9,0.0,44,36.4,83.9,0
31.6,79.6,16.9,14.7,48,29.5,79.3,1
29.8,74.6,23.2,0.4,23,29.8,72.5,1
39.4,75.3,59.2,6.4,48,39.6,70.1,0
31.5,92.0,71.3,8.9,92,33.0,87.6,0
30.4,76.7,83.6,0.5,16,32.7,77.4,0
29.2,84.5,46.0,1.3,31,28.0,74.5,1
32.0,76.8,20.3,5.1,40,31.3,72.0,1
26.7,82.6,56.1,0.7,44,25.8,81.0,0
35.0,76.1,64.8,38.5,24,37.1,64.9,0
35.9,72.6,34.5,0.0,35,36.8,66.8,1
35.7,64.5,100.0,91.3,19,33.7,58.8,0
29.8,87.4,77.2,27.0,30,32.5,87.7,0
31.7,76.5,63.4,0.7,7,31.6,79.4,0
24.0,90.9,71.8,1.3,40,23.0,94.6,0
24.4,94.3,61.9,0.1,36,26.1,99.1,1
33.5,81.0,14.4,0.4,61,36.1,89.8,1
34.1,74.6,38.7,13.7,20,32.9,80.6,1
22.2,76.5,48.2,0.7,41,20.2,74.7,1
24.2,82.3,43.5,7.5,14,24.8,84.9,1
25.8,84.6,48.9,0.6,16,27.3,81.0,1
31.6,94.8,70.0,0.5,50,33.3,96.5,0
28.1,90.2,60.5,0.3,52,28.6,88.7,1
24.8,96.6,31.2,0.0,85,22.3,98.2,1
28.6,83.5,72.7,3.0,33,30.3,84.7,0
28.5,76.8,52.1,0.0,32,27.5,74.7,1
34.1,68.1,41.0,1.0,14,33.5,65.3,1
28.8,93.5,16.7,4.8,63,30.4,99.1,1
36.6,73.4,29.3,6.0,70,37.7,75.8,1
20.8,89.8,36.1,56.2,51,20.8,98.1,1
32.1,78.7,48.1,1.5,41,35.5,76.6,1
39.4,70.7,84.9,34.7,45,37.7,70.6,0
29.4,77.5,52.7,0.6,18,27.3,75.2,1
28.7,80.2,36.3,0.3,28,30.5,78.4,1
27.0,79.6,16.9,0.1,34,29.2,82.1,1
23.4,82.9,39.7,0.2,13,24.4,86.0,1
34.8,76.2,71.3,0.7,42,35.0,75.8,0
26.4,83.9,36.0,16.7,31,25.3,84.6,1
34.1,84.8,54.3,3.8,75,36.1,88.0,0
31.8,70.3,11.4,0.7,49,30.9,70.7,1
33.0,78.4,26.1,46.3,57,31.7,77.7,1
25.7,94.1,28.6,5.5,74,26.0,94.4,1
31.5,74.4,37.8,22.3,45,29.4,75.3,1
30.0,79.3,53.0,0.7,37,28.6,84.1,1
30.9,79.7,83.0,0.1,15,32.4,80.2,0
18.7,90.9,65.0,0.4,17,19.6,91.7,0
32.4,76.6,41.5,0.1,15,33.3,72.9,1
40.0,69.0,22.7,0.7,20,38.4,72.5,1
24.3,90.5,29.2,0.5,49,25.1,84.9,1
34.3,85.5,59.6,0.4,65,32.4,87.6,1
28.9,93.3,58.6,0.2,66,29.5,98.7,0
25.3,91.9,37.8,0.7,63,25.7,94.6,1
26.8,85.6,39.7,1.5,62,25.0,89.5,1
36.6,62.6,39.3,0.3,15,38.0,60.6,1
31.3,72.1,22.2,1.5,28,32.5,66.1,1
29.4,87.9,16.7,0.2,61,28.6,86.1,1
22.9,85.3,23.0,0.0,15,21.6,86.4,1
32.5,98.5,34.5,2.7,66,32.7,100.0,1
34.9,70.6,23.3,0.0,23,32.2,62.3,1
31.4,73.8,45.3,0.3,50,30.7,71.4,1
24.9,89.9,86.6,1.8,47,23.5,94.0,0
32.4,64.9,12.1,0.3,5,34.5,67.6,1
38.4,76.0,23.4,0.4,36,36.8,78.6,1
29.3,76.8,18.8,1.2,20,26.3,77.9,1
34.7,65.2,29.0,0.7,4,34.6,68.1,1
29.0,82.7,17.9,0.2,62,32.3,87.1,1
29.2,75.8,32.3,1.6,40,27.0,69.6,1
30.9,83.6,53.4,0.0,54,31.4,81.2,0
28.4,72.7,33.8,0.1,6,28.7,67.3,1
27.9,69.1,26.3,1.8,47,25.0,60.4,1
30.1,76.0,65.0,0.1,5,30.8,74.9,0
34.3,79.8,71.2,1.3,45,34.5,73.1,0
30.4,83.8,78.0,73.4,35,31.0,84.6,0
29.8,84.5,49.2,1.1,14,30.5,81.6,1
30.9,77.5,40.2,13.2,33,31.0,73.7,0
37.1,81.4,36.3,0.6,56,36.6,80.0,1
25.6,85.8,37.4,26.5,81,26.4,84.6,1
33.0,81.8,21.1,0.0,26,33.1,72.5,1
33.8,85.9,34.5,9.6,64,32.9,82.9,0
29.3,77.3,58.0,7.7,44,28.8,75.2,1
35.5,79.2,84.1,0.4,33,35.0,76.4,0
34.2,76.7,68.1,14.7,75,35.6,71.0,0
33.8,77.9,33.4,0.2,31,32.4,78.1,1
24.3,84.4,28.1,0.2,40,23.3,85.8,1
27.6,87.9,56.1,3.9,81,27.8,86.0,1
27.0,82.5,45.6,10.6,47,28.8,85.0,1
33.3,72.4,27.8,55.0,38,33.5,76.5,1
34.1,84.1,26.8,0.1,56,33.7,84.2,1
28.9,77.1,24.8,0.4,21,29.1,77.7,1
28.9,80.5,57.4,0.8,42,25.8,83.3,0
40.0,80.9,67.2,0.6,30,40.4,83.1,0
30.9,80.4,70.5,34.0,59,30.9,86.4,0
32.1,82.3,63.0,12.5,60,28.2,78.0,0
28.9,87.6,53.1,6.5,65,29.7,91.2,0
36.0,68.2,82.0,40.0,19,35.5,65.7,0
31.9,77.4,32.9,0.4,19,31.6,76.4,1
30.8,83.4,74.4,0.4,48,32.2,82.6,0
31.0,88.4,87.5,1.5,58,31.2,92.1,0
28.1,75.7,43.6,0.0,55,26.5,68.5,1
25.8,83.7,32.2,1.5,17,26.6,78.9,1
30.0,72.3,28.4,24.8,24,27.8,71.6,1
37.0,68.5,50.9,0.1,11,40.4,62.5,1
28.7,77.0,71.0,1.2,24,27.3,71.5,1
34.8,74.3,67.4,30.2,78,34.1,72.8,0
28.2,75.2,47.8,0.4,35,27.7,78.4,1
21.6,79.4,78.2,0.2,18,23.6,80.1,0
27.7,88.8,50.7,1.0,86,28.1,88.1,0
22.7,89.4,20.1,0.2,59,22.4,91.8,1
33.4,77.7,40.8,0.1,13,36.7,80.0,1
21.8,95.7,76.1,32.8,62,21.9,100.0,0
30.4,78.5,76.5,8.8,45,31.1,78.2,0
26.6,88.5,51.3,7.6,80,28.8,93.4,1
27.2,80.3,38.2,1.5,30,29.4,86.1,1
33.9,74.7,100.0,88.6,18,33.2,66.9,0
29.5,87.7,55.4,1.5,62,26.3,86.5,0
29.9,79.7,41.2,0.6,19,29.4,85.1,1
29.6,85.3,20.5,3.9,54,30.8,85.9,1
28.2,78.1,37.1,0.2,15,27.9,75.8,1
26.4,82.2,45.0,0.5,68,22.4,88.7,1
22.5,83.3,33.8,0.2,24,21.6,82.9,1
31.7,75.4,35.8,0.2,46,31.9,73.5,1
31.4,81.3,74.1,2.0,44,32.8,81.4,0
35.2,69.0,13.5,0.7,17,33.5,66.4,1
31.8,79.0,82.6,0.2,56,31.1,79.5,0
28.0,84.4,30.9,0.1,7,27.3,87.1,1
29.3,87.1,81.2,0.3,63,31.2,83.6,0
32.6,67.6,70.5,0.1,8,31.5,70.0,1
35.0,68.6,30.6,0.2,8,36.6,62.4,1
28.2,78.7,16.2,1.3,40,27.5,75.0,1
35.0,78.9,38.7,0.2,60,36.9,81.6,0
29.7,81.4,85.4,0.5,60,29.7,86.1,0
27.0,96.9,26.7,1.6,67,29.7,100.0,1
27.1,85.1,64.6,5.6,52,26.2,84.3,0
28.7,89.6,30.5,8.7,47,29.4,92.5,1
30.0,76.1,25.9,0.1,41,31.1,78.6,1
35.2,71.8,84.4,48.1,74,34.2,72.3,0
38.5,73.2,72.6,7.9,60,41.6,64.6,0
29.0,73.3,83.1,0.3,21,26.4,74.5,0
23.8,86.7,37.2,0.1,24,22.9,86.4,1
27.3,85.1,58.9,0.6,49,26.8,82.3,0
28.7,85.6,58.3,0.5,11,27.9,77.8,1
31.3,77.2,63.1,0.1,71,28.4,70.9,1
21.9,96.0,54.1,0.2,50,21.3,95.1,0
34.8,87.1,21.9,9.3,75,38.1,83.2,1
26.0,89.7,51.9,0.1,52,26.7,90.8,1
31.4,88.4,69.5,14.4,76,31.8,90.9,0
29.5,90.7,78.9,57.0,24,31.0,88.8,0
27.0,88.0,86.7,1.0,45,27.9,91.4,0
36.0,75.1,74.8,21.8,40,35.9,74.7,0
28.0,86.9,28.3,0.4,55,27.1,93.6,1
25.7,86.8,33.3,0.2,14,27.7,94.4,1
32.4,75.1,49.5,0.2,26,34.8,77.7,1
34.0,71.5,66.3,0.4,57,35.1,76.8,0
29.1,81.4,49.2,0.5,18,31.0,86.5,1
30.8,83.5,67.3,14.9,60,28.6,79.3,1
34.3,80.9,64.9,3.6,89,35.3,80.4,0
29.1,84.3,80.4,0.5,15,30.5,83.5,0
28.9,85.9,51.3,0.6,36,28.6,88.9,1
33.5,74.2,16.4,0.3,28,33.8,73.7,1
29.3,84.1,17.7,1.6,54,33.0,88.3,1
26.5,82.6,23.3,15.4,29,26.7,75.1,1
30.0,76.2,37.8,0.5,38,29.9,74.4,1
25.7,86.9,74.9,20.7,61,22.9,82.3,0
29.7,91.3,58.2,0.8,69,30.9,98.4,0
34.4,78.5,27.7,1.0,9,34.3,81.0,1
24.5,81.4,23.8,0.5,24,24.4,83.9,1
29.8,81.5,64.8,0.9,60,28.6,84.9,1
32.7,76.3,24.5,6.1,50,32.1,78.7,1
29.7,84.8,54.9,1.3,17,31.1,80.3,1
36.3,85.7,81.0,9.4,50,35.1,86.5,0
30.3,79.1,77.4,0.3,12,33.9,80.2,0
31.8,70.2,74.9,0.2,34,31.7,68.5,0
36.2,73.5,23.5,0.0,18,36.2,80.0,1
32.3,75.7,37.7,0.0,47,31.5,74.8,1
29.9,87.0,46.9,0.3,62,31.1,85.0,1
28.1,79.4,79.9,0.4,28,25.8,80.8,0
29.3,73.0,48.9,0.3,1,27.6,70.3,1
31.6,80.7,17.1,1.5,50,31.9,85.3,1
26.5,88.7,14.1,0.5,26,26.8,89.8,1
35.9,77.3,19.7,0.5,26,36.7,78.5,1
40.4,70.3,79.6,0.8,26,39.4,70.5,0
30.1,84.0,38.6,2.8,34,29.3,80.6,1
22.3,95.4,37.6,20.2,66,24.9,96.0,1
33.5,81.2,41.7,23.5,37,34.2,73.9,0
30.5,79.4,71.1,0.1,54,30.3,81.2,0
33.0,67.1,58.9,0.2,38,34.8,75.6,0
29.9,73.9,36.2,0.2,45,28.3,72.4,0
34.3,69.6,71.4,1.3,69,35.8,73.9,0
26.8,87.5,22.3,0.1,27,25.4,92.8,1
31.9,78.0,40.3,1.4,27,32.0,80.5,1
31.5,67.6,34.3,0.5,38,31.2,67.9,1
31.8,80.7,80.6,0.5,42,31.7,82.3,0
33.5,72.9,26.0,23.7,65,33.1,72.3,1
34.2,66.3,25.4,0.4,12,35.0,71.6,1
24.9,87.4,36.1,10.8,42,27.9,95.8,1
33.6,70.3,22.4,1.2,8,34.4,71.6,1
30.9,75.2,23.0,0.9,17,30.6,67.8,1
29.1,77.5,25.7,0.2,23,28.8,79.2,1
31.3,81.3,35.4,1.0,19,32.9,81.2,1
31.1,79.6,51.2,0.1,3,31.3,73.8,1
30.5,89.2,49.2,16.2,71,29.9,83.1,1
22.1,97.5,25.5,0.1,58,22.6,96.8,1
30.6,87.6,75.0,0.7,51,29.6,86.9,0
29.1,84.0,50.0,0.4,51,30.7,82.2,0
31.6,70.3,61.2,1.1,23,32.2,62.6,0
29.8,93.1,41.0,0.0,49,28.6,94.1,1
39.6,76.6,29.3,0.3,37,40.7,72.9,1
29.1,92.9,29.3,14.0,37,27.4,90.0,1
23.1,80.7,79.7,3.1,50,24.4,74.0,0
29.6,82.0,52.6,50.9,25,29.4,89.9,0
28.0,88.0,30.9,1.3,53,27.6,89.0,1
30.9,86.8,38.3,0.2,85,29.0,91.9,1
28.0,80.7,22.2,0.1,50,28.2,72.1,1
32.9,84.3,83.8,1.4,32,34.4,80.4,0
29.9,82.3,17.5,0.5,26,28.8,81.2,1
31.6,88.6,67.4,0.0,58,32.4,88.4,0
36.6,65.7,16.9,0.3,16,34.0,71.5,1
30.3,83.9,60.1,1.6,47,26.7,84.6,0
24.0,86.7,88.0,91.5,50,22.9,94.0,0
27.8,87.5,14.6,0.3,43,27.4,89.6,1
23.8,81.0,22.1,0.9,32,24.6,77.7,1
27.3,85.2,33.6,0.1,62,26.0,88.7,1
17.0,95.1,50.5,0.4,84,18.2,100.0,1
33.8,75.2,64.5,1.1,49,33.2,74.8,0
23.3,86.9,68.7,0.3,58,24.0,91.9,0
33.2,74.1,45.0,0.2,26,33.9,70.8,1
27.1,82.6,23.7,0.3,24,28.7,78.5,1
28.8,85.9,22.1,1.8,50,31.2,87.0,1
37.3,76.7,73.3,0.0,64,35.7,78.3,0
28.6,93.9,69.1,1.0,41,31.0,95.4,0
25.6,71.7,38.9,0.0,6,25.7,68.9,1
27.7,82.4,10.8,0.8,52,28.5,84.1,1
24.4,87.6,55.5,1.2,54,22.8,91.1,0
33.8,76.9,63.0,0.8,17,35.3,74.6,0
32.5,84.7,88.4,21.2,54,33.8,85.1,0
28.6,72.0,79.5,0.5,12,26.8,71.0,0
33.5,80.9,73.5,5.8,58,31.8,75.0,0
32.7,85.3,43.5,0.5,26,31.6,84.2,0
28.8,84.3,29.4,0.0,54,29.4,82.8,1
31.1,89.1,18.8,5.0,93,31.0,92.9,1
28.9,90.0,35.3,0.8,39,26.7,84.8,1
27.0,90.2,80.6,0.6,44,25.4,86.1,0
18.5,85.7,22.0,0.1,50,17.8,82.0,1
28.7,79.8,32.0,0.0,3,28.7,78.1,1
29.9,82.8,59.0,0.1,53,31.3,77.1,0
23.7,88.4,66.7,2.7,82,23.3,86.4,0
33.7,82.8,43.2,3.5,69,35.0,83.5,0
28.9,76.9,34.0,0.4,43,30.0,75.9,1
31.8,83.6,60.8,0.8,44,32.5,81.7,0
31.2,80.0,18.5,1.0,41,31.0,78.4,1
29.4,93.9,39.6,0.4,62,29.7,93.2,1
27.3,81.5,23.0,0.5,84,24.8,79.1,1
26.7,84.8,44.8,0.9,48,28.8,84.4,1
22.3,95.3,78.3,0.8,40,19.3,100.0,0
36.5,78.9,81.4,0.0,77,35.5,74.3,0
31.4,79.3,42.1,1.6,22,31.9,80.3,1
25.5,86.0,45.7,0.1,8,24.1,82.9,1
32.4,83.4,80.5,29.9,85,32.1,87.4,0
24.7,91.8,26.6,0.7,59,22.0,91.8,1
32.6,67.1,62.1,0.1,5,32.7,64.0,1
31.8,84.0,73.1,54.9,82,28.2,87.9,0
27.0,84.1,17.7,0.0,30,31.2,84.0,1
22.8,92.3,61.4,1.1,41,24.5,96.3,0
27.6,82.6,70.1,32.5,53,26.8,83.5,0
30.3,83.2,43.0,1.8,76,27.3,79.0,1
22.8,87.6,55.3,0.4,2,21.5,91.7,1
26.7,89.3,73.2,1.5,52,28.4,89.7,0
35.7,77.2,58.3,0.0,18,35.5,76.1,1
29.5,84.4,44.3,0.8,55,27.7,82.0,0
41.8,61.2,40.1,0.4,51,42.4,63.7,1
31.8,76.5,51.5,42.3,44,29.7,81.0,1
29.0,82.1,38.8,0.3,61,28.3,78.6,1
25.8,95.3,44.5,0.8,60,28.2,94.6,0
24.7,82.0,90.6,64.5,59,23.2,74.3,0
30.6,72.1,64.3,0.9,2,30.7,67.3,0
27.7,84.8,48.6,18.8,37,25.4,86.2,0
28.4,81.2,52.5,0.5,36,27.1,82.3,0
30.7,84.6,83.8,0.5,51,28.6,79.4,0
26.8,81.2,56.1,0.3,19,26.9,84.7,1
33.8,79.8,36.3,2.9,30,33.4,88.0,1
31.1,79.9,71.5,0.3,61,35.6,69.8,0
27.2,85.6,23.5,0.6,48,26.6,87.2,1
30.9,78.1,28.4,9.8,33,31.5,83.3,1
19.6,94.2,47.6,22.7,32,20.3,96.6,0
31.7,88.2,73.8,1.6,78,32.7,85.8,0
31.6,80.6,45.1,0.2,22,31.3,77.9,1
20.7,82.1,17.8,0.6,35,20.9,88.5,1
21.6,91.1,80.9,0.2,1,20.3,89.0,0
28.5,82.5,79.8,1.7,64,27.9,81.0,0
27.1,81.0,84.2,0.2,48,27.0,82.6,0
29.7,68.6,41.8,0.7,37,27.3,68.8,1
30.2,76.3,25.6,24.8,56,29.8,75.3,1
36.8,77.6,33.2,0.0,17,36.7,78.1,1
28.3,79.9,57.1,9.2,26,26.7,85.9,1
32.7,87.7,34.9,0.4,47,33.7,84.1,1
27.8,79.9,70.7,0.2,26,29.7,87.9,0
31.7,81.1,39.1,0.2,10,32.4,86.6,1
28.1,81.8,20.9,15.9,55,27.0,77.8,1
24.0,84.8,78.7,0.6,19,25.2,84.0,0
27.2,76.9,64.5,0.2,40,25.5,73.5,0
31.7,72.4,52.7,0.7,8,31.1,70.8,1
24.7,84.4,39.3,0.1,39,24.2,86.0,1
30.3,80.9,25.6,39.0,32,31.7,78.8,0
31.4,76.0,71.7,0.2,12,33.6,76.8,1
31.5,70.3,6.8,0.5,10,31.1,67.6,1
33.3,77.7,78.4,1.0,65,34.4,82.4,0
39.1,60.7,55.2,0.4,14,38.2,62.1,0
24.2,87.6,65.3,56.3,66,24.5,82.1,0
28.2,74.7,33.8,0.4,28,27.4,79.2,1
29.7,86.8,43.4,19.0,44,27.9,82.4,1
27.7,86.6,83.2,0.0,70,28.6,89.2,0
35.2,65.7,31.0,1.2,16,34.8,67.5,1
35.6,78.6,60.1,5.7,53,33.0,80.5,0
40.0,73.2,27.9,0.8,40,40.5,70.4,1
29.3,78.3,68.2,0.2,43,28.3,71.1,0
24.8,92.5,74.5,0.5,62,26.4,88.7,0
28.9,80.0,28.5,0.6,35,30.8,80.1,0
25.6,90.3,13.5,1.2,42,27.3,83.8,1
33.7,73.7,37.4,0.5,32,33.8,73.8,1
33.4,79.7,68.4,0.3,17,32.9,79.0,0
33.4,90.0,75.6,11.1,52,32.2,99.5,0
39.4,70.0,61.6,0.3,34,39.1,69.5,1
30.0,77.0,39.5,0.5,36,28.9,78.9,1
27.1,77.2,24.5,0.5,4,27.7,77.8,1
29.8,85.1,22.2,54.4,61,29.9,80.9,1
25.6,83.4,53.3,0.1,53,28.4,83.7,0
26.9,88.5,43.3,51.2,59,25.0,87.8,0
30.0,85.1,76.6,32.2,34,29.4,81.4,0
32.2,81.3,45.9,7.4,27,32.7,79.5,1
26.2,76.6,31.4,34.0,46,25.7,80.7,1
24.1,86.8,31.7,0.4,44,24.5,88.4,1
33.2,77.5,56.7,62.0,36,35.8,88.6,0
26.0,81.7,80.3,1.1,37,27.3,78.1,0
30.6,77.4,31.1,0.8,32,33.0,72.2,1
35.1,75.5,85.6,0.7,28,33.4,71.9,0
33.6,83.2,50.4,0.2,17,34.6,77.8,0
32.6,76.0,49.6,0.0,67,33.4,77.6,0
34.9,87.1,80.1,25.9,48,33.1,88.3,0
31.1,79.6,37.5,1.8,15,32.0,77.9,1
25.0,97.3,78.0,1.2,61,23.6,93.2,0
41.1,66.9,75.9,0.0,31,41.1,63.8,0
32.0,70.2,33.8,36.5,28,32.0,71.2,1
32.1,80.9,83.6,0.8,49,34.0,76.2,0
30.8,78.7,73.7,0.8,15,30.0,78.3,0
22.3,84.2,53.9,0.9,25,21.7,82.4,1
26.1,83.3,25.7,0.4,29,24.4,80.6,1
37.4,83.4,53.0,2.2,44,38.9,85.2,1
21.3,88.2,52.2,0.5,34,24.6,97.2,1
29.5,72.3,53.1,0.3,43,30.3,74.1,1
31.2,88.0,57.8,4.6,62,31.8,88.9,0
28.4,79.1,83.6,0.0,55,29.8,80.1,0
39.1,68.6,80.4,2.9,27,36.9,71.5,0
23.1,95.4,39.6,2.2,80,24.5,92.7,0
26.7,78.6,76.1,1.8,19,29.8,70.0,0
31.4,76.4,12.8,0.7,31,30.6,73.1,1
31.8,80.9,23.1,0.0,56,32.6,81.8,1
30.4,79.5,40.1,0.0,8,28.2,78.9,1
31.2,91.4,78.8,7.3,72,27.5,100.0,0
27.1,87.1,62.0,4.5,84,27.9,87.2,0
28.5,80.7,40.9,0.8,20,28.2,81.3,1
25.3,96.6,14.3,0.1,54,27.5,97.9,1
31.8,78.6,66.7,3.3,67,31.1,82.7,0
22.3,83.6,35.8,0.8,22,22.3,85.7,1
23.8,82.6,28.5,0.5,20,24.4,80.1,1
33.9,79.4,14.6,0.4,64,30.0,81.3,1
27.3,86.8,26.4,48.1,85,23.6,86.4,1
40.8,72.5,29.4,0.4,69,42.0,75.9,1
27.9,91.5,42.6,0.3,32,27.5,88.6,1
27.9,80.0,43.8,0.5,49,25.9,83.0,1
35.9,77.2,52.7,0.0,67,35.6,77.5,0
34.4,65.2,67.8,0.1,11,30.5,70.6,0
29.1,75.3,42.2,18.1,55,28.5,71.9,1
29.6,77.9,34.8,0.7,12,29.6,76.9,1
34.5,67.2,61.1,0.3,1,31.0,66.2,1
30.9,80.8,62.0,0.5,5,32.6,77.6,1
28.5,93.2,19.5,7.5,61,27.8,94.5,1
29.2,73.2,15.8,1.4,24,28.8,73.9,1
38.9,85.7,63.6,0.7,81,39.3,79.9,1
28.6,85.2,74.1,2.9,69,29.4,84.3,0
28.6,88.7,22.0,1.4,57,27.7,91.4,1
29.8,79.4,31.3,1.7,38,30.6,76.1,1
30.3,74.1,61.9,1.3,10,29.2,65.4,0
26.7,73.6,63.5,1.0,19,25.8,74.5,1
37.2,76.5,26.1,0.3,70,37.1,78.9,1
28.4,78.8,57.4,0.3,18,26.1,70.9,1
32.3,79.0,24.8,9.1,38,30.7,77.1,1
37.4,75.3,29.8,0.7,54,37.2,81.9,1
28.5,76.2,72.4,3.9,45,29.2,84.0,0
31.8,84.8,41.0,0.2,68,33.3,83.8,1
24.5,94.9,51.9,0.3,54,27.0,93.2,0
26.6,85.5,29.2,2.1,22,25.8,86.2,0
30.7,78.7,76.0,0.0,4,33.0,70.9,0
28.3,81.5,69.9,0.0,59,28.8,82.7,0
33.5,75.4,38.3,64.0,37,34.5,71.9,0
27.8,88.6,11.2,0.4,61,29.0,93.0,1
28.9,76.4,41.2,0.5,44,30.0,75.4,1
27.3,78.6,41.7,2.2,29,29.3,78.8,1
35.1,77.6,32.5,49.7,35,33.3,75.8,1
29.2,72.8,85.2,49.4,26,31.5,70.8,0
27.2,84.9,41.0,33.5,69,24.8,90.2,1
26.2,80.8,83.3,0.1,34,26.0,79.1,0
25.2,89.8,44.5,0.1,61,26.2,90.4,0
33.2,70.2,47.8,0.2,8,32.4,65.7,1
29.7,86.1,40.6,16.6,62,28.1,85.6,1
43.0,60.8,54.4,2.4,23,45.0,57.4,1
27.6,81.6,24.2,0.7,51,26.1,78.1,1
23.1,81.3,68.1,1.2,14,22.1,85.5,1
29.1,83.8,77.8,0.3,56,29.9,82.5,0
40.2,62.4,80.7,0.3,45,40.4,59.6,0
31.6,82.6,17.9,1.3,47,30.0,85.2,1
29.7,79.3,74.5,1.8,23,29.7,83.0,0
27.7,83.0,72.1,0.2,31,24.4,80.6,0
28.6,83.9,48.2,26.5,47,27.5,83.8,0
35.4,71.1,59.1,38.4,34,34.1,64.1,0
26.3,86.5,83.9,1.7,67,27.1,86.8,0
30.2,89.0,38.9,3.4,46,27.5,85.4,1
30.7,77.5,19.5,1.5,28,31.6,76.6,1
30.1,85.2,75.8,3.2,47,31.0,83.5,1
28.6,86.0,45.2,1.5,17,29.1,87.0,1
23.5,79.5,58.9,1.5,20,23.6,85.4,0
31.0,77.2,15.3,1.2,33,29.3,78.5,1
28.8,74.7,71.3,1.4,22,29.5,73.6,1
35.6,69.5,22.4,0.7,28,38.1,67.4,1
29.2,85.7,50.0,0.2,48,28.9,85.9,1
29.8,95.3,34.0,11.2,27,29.4,89.4,1
